Lambda	        A	     B	     C	    D	     E	      F	      G	     H	      I	      J
4021.43392	0.49552	1.05693	1.65878	0.98528	2.79164	0.57611	2.22324	3.84475	1.89053	0.25414
4019.50517	0.49346	1.05231	1.65606	0.98636	2.79236	0.57244	2.22297	3.84685	1.88506	0.25165
4017.57643	0.48971	1.04478	1.65016	0.98129	2.78751	0.57055	2.22145	3.83991	1.87779	0.25312
4015.64768	0.48678	1.04246	1.64477	0.97875	2.78619	0.5692	2.22208	3.83544	1.87697	0.25793
4013.71894	0.48532	1.0428	1.6362	0.97521	2.77907	0.56587	2.21391	3.82303	1.87294	0.26216
4011.79019	0.48695	1.03949	1.62204	0.96477	2.75967	0.56407	2.19795	3.7968	1.85991	0.26243
4009.86145	0.48925	1.03595	1.61611	0.96072	2.74767	0.56707	2.19299	3.78381	1.85242	0.26169
4007.9327	0.48779	1.0381	1.62811	0.96872	2.75673	0.57003	2.20197	3.80075	1.8577	0.26442
4006.00396	0.48553	1.04542	1.64541	0.9771	2.77833	0.57074	2.21399	3.83066	1.87269	0.26734
4004.07521	0.48732	1.05099	1.65241	0.98194	2.79465	0.57274	2.22306	3.84951	1.89013	0.26699
4002.14647	0.49125	1.04838	1.6489	0.98275	2.79378	0.57362	2.22419	3.84774	1.89247	0.26619
4000.21772	0.49176	1.04051	1.64095	0.97551	2.77838	0.57112	2.21628	3.82902	1.8761	0.26512
3998.28898	0.48843	1.03317	1.63215	0.96495	2.75962	0.56867	2.20601	3.80402	1.8605	0.26375
3996.36023	0.48826	1.03045	1.63127	0.96235	2.75534	0.56924	2.20311	3.7992	1.8613	0.26593
3994.43148	0.49387	1.03677	1.64416	0.97082	2.77176	0.57427	2.21124	3.82605	1.87368	0.26916
3992.50274	0.49708	1.0485	1.65801	0.98071	2.79051	0.58004	2.22253	3.85472	1.88135	0.268
3990.57399	0.49419	1.05684	1.65882	0.98222	2.7965	0.57825	2.22855	3.8614	1.88	0.2647
3988.64525	0.49392	1.0602	1.65373	0.97822	2.79511	0.57141	2.22953	3.85804	1.88152	0.2637
3986.7165	0.49953	1.05993	1.65363	0.97658	2.79557	0.57049	2.22858	3.85665	1.88927	0.26551
3984.78776	0.50347	1.05626	1.65416	0.97663	2.795	0.575	2.22265	3.8499	1.89133	0.26741
3982.85901	0.50342	1.05504	1.65078	0.97388	2.79216	0.57853	2.21312	3.84152	1.88633	0.26605
3980.93027	0.50192	1.05795	1.6479	0.96935	2.79333	0.58171	2.21135	3.84245	1.88452	0.26299
3979.00152	0.49842	1.05596	1.65029	0.96816	2.79613	0.58464	2.21861	3.84617	1.88762	0.26224
3977.07278	0.49454	1.0479	1.65259	0.96995	2.79223	0.5832	2.22151	3.84021	1.88771	0.26177
3975.14403	0.49398	1.04239	1.64461	0.96755	2.77918	0.5774	2.21061	3.82168	1.87842	0.25781
3973.21529	0.49591	1.04656	1.63769	0.96541	2.77105	0.57371	2.20136	3.81423	1.87161	0.25482
3971.28654	0.49822	1.05824	1.64886	0.97318	2.78205	0.57522	2.21231	3.8373	1.88053	0.25733
3969.3578	0.50282	1.0653	1.66724	0.98394	2.80065	0.57807	2.22925	3.86646	1.89168	0.26059
3967.42905	0.50791	1.0631	1.67098	0.9871	2.80642	0.57838	2.23257	3.86969	1.88881	0.26014
3965.50031	0.50841	1.05919	1.65776	0.98187	2.79666	0.57463	2.22586	3.8479	1.87897	0.2584
3963.57156	0.50736	1.05885	1.6458	0.97476	2.78787	0.57044	2.22032	3.83093	1.87621	0.25826
3961.64281	0.50668	1.06218	1.64784	0.9743	2.79281	0.57124	2.22249	3.84017	1.88227	0.2598
3959.71407	0.50258	1.06478	1.65661	0.97962	2.80206	0.57442	2.22977	3.85806	1.88947	0.2621
3957.78532	0.49789	1.05941	1.65856	0.98151	2.79801	0.57479	2.22905	3.85671	1.88855	0.26438
3955.85658	0.49669	1.04693	1.64821	0.97611	2.7768	0.57367	2.21309	3.83036	1.87541	0.26606
3953.92783	0.49618	1.03772	1.63711	0.9703	2.75783	0.5742	2.19604	3.79853	1.86311	0.26825
3951.99909	0.49389	1.03777	1.63814	0.97006	2.75884	0.57551	2.1925	3.78566	1.86497	0.27184
3950.07034	0.49158	1.04417	1.64453	0.96976	2.76802	0.57457	2.19906	3.79488	1.87225	0.27155
3948.1416	0.48967	1.04929	1.64795	0.96634	2.77048	0.5723	2.20625	3.81209	1.87323	0.26428
3946.21285	0.48746	1.0488	1.65067	0.9662	2.77145	0.57247	2.20559	3.81457	1.86815	0.25677
3944.28411	0.48648	1.04713	1.6522	0.96743	2.77386	0.57406	2.19801	3.80611	1.86129	0.25138
3942.35536	0.48743	1.04937	1.65312	0.9652	2.77589	0.57571	2.19761	3.8173	1.86183	0.24715
3940.42662	0.49083	1.05709	1.65812	0.96556	2.78255	0.58032	2.21106	3.84186	1.87354	0.2472
3938.49787	0.49574	1.06685	1.66594	0.97312	2.7956	0.58658	2.22576	3.85618	1.88684	0.2521
3936.56913	0.49963	1.06894	1.66641	0.97921	2.79956	0.58756	2.2258	3.84943	1.8889	0.25852
3934.64038	0.50246	1.06066	1.65285	0.97337	2.77906	0.5806	2.20867	3.81445	1.87289	0.2623
3932.71164	0.50361	1.0566	1.63858	0.96224	2.7537	0.5716	2.19172	3.7902	1.85475	0.2634
3930.78289	0.50167	1.06435	1.64116	0.96161	2.75427	0.56728	2.18913	3.81513	1.85562	0.26559
3928.85414	0.49898	1.06846	1.64913	0.96804	2.7657	0.56547	2.19043	3.83716	1.8651	0.26905
3926.9254	0.49719	1.06399	1.64476	0.96984	2.76131	0.56171	2.18501	3.81401	1.86606	0.26923
3924.99665	0.49626	1.05993	1.63435	0.96836	2.74861	0.55896	2.18068	3.78608	1.85895	0.26387
3923.06791	0.49666	1.05908	1.63186	0.96956	2.7465	0.56389	2.18614	3.78632	1.85348	0.25724
3921.13916	0.49676	1.05836	1.63583	0.97365	2.75333	0.5746	2.19057	3.7874	1.85687	0.25237
3919.21042	0.49667	1.05576	1.63653	0.97544	2.75596	0.57988	2.18487	3.77936	1.8622	0.24866
3917.28167	0.49892	1.05633	1.63487	0.97095	2.75661	0.57639	2.18326	3.79089	1.86122	0.24856
3915.35293	0.5015	1.0637	1.64077	0.96647	2.76652	0.57627	2.19797	3.82087	1.86018	0.2521
3913.42418	0.50352	1.06904	1.65444	0.97111	2.78477	0.5834	2.21863	3.84383	1.86778	0.25522
3911.49544	0.50522	1.06754	1.66463	0.97889	2.79832	0.58802	2.22987	3.8539	1.87724	0.25626
3909.56669	0.5026	1.06164	1.6602	0.97811	2.79028	0.5852	2.21964	3.83065	1.87294	0.25605
3907.63795	0.49703	1.0524	1.64177	0.9707	2.76149	0.5772	2.18954	3.76172	1.85281	0.25659
3905.7092	0.49564	1.0403	1.62184	0.96409	2.73293	0.56694	2.15584	3.69761	1.83084	0.25943
3903.78046	0.50002	1.03109	1.61228	0.95866	2.72091	0.5591	2.13544	3.69668	1.82036	0.26159
3901.85171	0.50276	1.03514	1.61281	0.95598	2.72637	0.55696	2.13679	3.73798	1.82672	0.2581
3899.92297	0.50106	1.04993	1.61936	0.95814	2.74335	0.55603	2.15979	3.78955	1.846	0.25568
3897.99422	0.50186	1.05851	1.6298	0.96081	2.7564	0.55493	2.18686	3.83253	1.86041	0.25927
3896.06548	0.50527	1.05274	1.63093	0.9583	2.74728	0.55572	2.18778	3.80995	1.85254	0.26147
3894.13673	0.50675	1.04025	1.62185	0.95133	2.72611	0.55758	2.16675	3.74465	1.83332	0.25957
3892.20798	0.50485	1.03683	1.62408	0.95086	2.72716	0.56251	2.16192	3.74378	1.83121	0.25657
3890.27924	0.50082	1.0508	1.64427	0.9626	2.76127	0.5745	2.18926	3.81492	1.85366	0.2561
3888.35049	0.49898	1.06118	1.65388	0.97273	2.78565	0.58466	2.20551	3.82095	1.86826	0.26031
3886.42175	0.49961	1.06197	1.65385	0.9806	2.79574	0.58463	2.20796	3.79738	1.87195	0.26572
3884.493	0.5013	1.06575	1.65764	0.98823	2.8047	0.57776	2.21692	3.82388	1.87933	0.26421
3882.56426	0.50692	1.06908	1.65437	0.98518	2.79419	0.56995	2.21156	3.82623	1.88166	0.25742
3880.63551	0.51446	1.07507	1.65581	0.98159	2.78534	0.56495	2.20811	3.83606	1.88536	0.25756
3878.70677	0.51524	1.08807	1.67503	0.98775	2.80296	0.56708	2.23	3.88797	1.89647	0.26411
3876.77802	0.51021	1.09003	1.68295	0.98752	2.81	0.57044	2.23638	3.87121	1.89167	0.26539
3874.84928	0.50548	1.07934	1.67041	0.97518	2.79517	0.56931	2.21793	3.81008	1.87177	0.26238
3872.92053	0.50287	1.07023	1.65322	0.96152	2.77962	0.56916	2.19987	3.77282	1.85748	0.26471
3870.99179	0.50281	1.07169	1.64614	0.95591	2.7756	0.57358	2.19894	3.77729	1.85676	0.26974
3869.06304	0.50535	1.07865	1.65506	0.95978	2.78332	0.57359	2.2162	3.83378	1.86624	0.26574
3867.1343	0.50784	1.07902	1.66483	0.96719	2.78787	0.56712	2.2251	3.85423	1.87464	0.26007
3865.20555	0.50671	1.07689	1.66227	0.97358	2.78537	0.56132	2.21887	3.83072	1.87043	0.26129
3863.27681	0.50272	1.0817	1.66205	0.9794	2.79813	0.56225	2.22371	3.85644	1.86617	0.26276
3861.34806	0.50106	1.08789	1.67791	0.98405	2.82929	0.57036	2.2434	3.90583	1.8804	0.26191
3859.41931	0.5019	1.08702	1.68962	0.98421	2.84052	0.5743	2.24735	3.89092	1.88907	0.26376
3857.49057	0.50359	1.07581	1.67863	0.97622	2.80958	0.57137	2.21837	3.79822	1.86933	0.26614
3855.56182	0.5086	1.05677	1.65086	0.96375	2.75756	0.56737	2.17157	3.6878	1.83787	0.26294
3853.63308	0.51786	1.06162	1.64982	0.96431	2.76372	0.56735	2.17627	3.75868	1.84767	0.25833
3851.70433	0.51996	1.1039	1.70524	0.98684	2.86052	0.57671	2.26354	4.01607	1.91081	0.26704
3849.77559	0.5156	1.11533	1.72917	1.00002	2.9014	0.58235	2.30143	4.06491	1.93479	0.27281
3847.84684	0.51404	1.10231	1.71352	1.00021	2.88289	0.57999	2.2859	3.97604	1.92119	0.27052
3845.9181	0.51525	1.09062	1.69107	0.9958	2.85489	0.57772	2.26053	3.88722	1.90127	0.26945
3843.98935	0.51652	1.08705	1.67675	0.98634	2.83721	0.57812	2.24582	3.83911	1.88811	0.27116
3842.06061	0.51724	1.08832	1.67107	0.97083	2.82499	0.57816	2.24078	3.8172	1.87873	0.27086
3840.13186	0.52076	1.09488	1.67472	0.96659	2.82288	0.58047	2.24451	3.82305	1.87601	0.26548
3838.20312	0.52535	1.1102	1.69308	0.98539	2.8514	0.58946	2.26991	3.91004	1.89112	0.25751
3836.27437	0.52677	1.11972	1.71188	1.00297	2.88792	0.59884	2.2965	4.0111	1.90836	0.25642
3834.34563	0.52824	1.11474	1.71484	1.00397	2.90267	0.60176	2.30036	4.02809	1.91428	0.26371
3832.41688	0.52531	1.10966	1.7121	0.99581	2.90707	0.59957	2.29831	4.01679	1.91968	0.26991
3830.48814	0.51652	1.11175	1.71093	0.98612	2.90317	0.59712	2.29623	4.00607	1.92599	0.27032
3828.55939	0.51538	1.11397	1.70765	0.98251	2.88861	0.59903	2.28914	3.97705	1.92486	0.26897
3826.63064	0.52494	1.11536	1.70363	0.98421	2.8804	0.60454	2.28912	3.95432	1.91758	0.26896
3824.7019	0.53241	1.11617	1.69841	0.98239	2.88224	0.60736	2.29218	3.92764	1.90958	0.27083
3822.77315	0.53469	1.11452	1.69478	0.97824	2.8863	0.60493	2.28333	3.89309	1.90361	0.27415
3820.84441	0.53642	1.11937	1.71498	0.99044	2.91221	0.60539	2.28682	3.95363	1.91314	0.27289
3818.91566	0.53438	1.12355	1.73997	1.00998	2.93776	0.60892	2.30082	4.02709	1.92818	0.26478
3816.98692	0.5326	1.12778	1.74606	1.0127	2.94707	0.60652	2.31371	4.04045	1.93931	0.25825
3815.05817	0.53669	1.1463	1.76154	1.00862	2.9744	0.60466	2.35512	4.11643	1.96785	0.26068
3813.12943	0.5412	1.15673	1.77751	1.00678	2.99662	0.6081	2.38927	4.16064	1.99302	0.27241
3811.20068	0.54362	1.15465	1.77909	1.00736	3.00352	0.61344	2.39373	4.11872	2.00179	0.28258
3809.27194	0.54673	1.15485	1.77434	1.00949	3.01055	0.6182	2.38812	4.06576	2.00503	0.285
3807.34319	0.5518	1.16162	1.77222	1.01087	3.01569	0.6198	2.38558	4.06278	2.00332	0.2812
3805.41445	0.55705	1.16395	1.77509	1.00633	3.00517	0.62029	2.38228	4.0733	1.99154	0.27717
3803.4857	0.55843	1.14928	1.77006	0.996	2.97448	0.61831	2.36061	4.01924	1.96713	0.27433
3801.55696	0.55379	1.13201	1.76119	0.9937	2.95707	0.6073	2.34771	4.01244	1.9475	0.26768
3799.62821	0.5493	1.13345	1.76571	1.00467	2.98381	0.59756	2.37317	4.09065	1.95898	0.25844
3797.69947	0.5502	1.14847	1.78033	1.01483	3.02285	0.60168	2.40243	4.13562	1.98598	0.25572
3795.77072	0.55416	1.16702	1.80364	1.02663	3.06103	0.61632	2.42951	4.19006	2.01499	0.26364
3793.84197	0.5607	1.17616	1.82451	1.03892	3.09072	0.63164	2.45276	4.24049	2.03728	0.27653
3791.91323	0.56703	1.17494	1.82957	1.04191	3.10211	0.63908	2.46181	4.23957	2.04407	0.28301
3789.98448	0.57001	1.17477	1.82643	1.0384	3.10315	0.64021	2.4647	4.22004	2.04277	0.28233
3788.05574	0.5684	1.17703	1.82444	1.03447	3.09948	0.6402	2.46489	4.19966	2.04093	0.28177
3786.12699	0.56323	1.18059	1.82519	1.03084	3.09672	0.64192	2.46429	4.19247	2.0408	0.28199
3784.19825	0.55994	1.18702	1.82563	1.02903	3.10123	0.64304	2.46987	4.21032	2.04389	0.27969
3782.2695	0.56103	1.18796	1.81975	1.02753	3.1024	0.64016	2.46968	4.20546	2.04146	0.27916
3780.34076	0.56267	1.18719	1.81786	1.02768	3.10497	0.63901	2.46645	4.19645	2.03679	0.28186
3778.41201	0.5642	1.19705	1.83511	1.03427	3.12594	0.64535	2.48387	4.24997	2.04681	0.28107
3776.48327	0.56773	1.20323	1.85025	1.03978	3.14314	0.64943	2.50293	4.2943	2.05836	0.2754
3774.55452	0.57216	1.20055	1.8468	1.0416	3.14546	0.64794	2.50458	4.27933	2.06058	0.27181
3772.62578	0.57495	1.19938	1.8371	1.04148	3.14405	0.64866	2.4988	4.24566	2.0608	0.27372
3770.69703	0.57415	1.20024	1.83266	1.03562	3.13934	0.6504	2.49476	4.23289	2.05922	0.27852
3768.76829	0.57394	1.20346	1.83891	1.0319	3.14406	0.65044	2.50593	4.26501	2.06273	0.28048
3766.83954	0.58005	1.2063	1.84649	1.03717	3.16357	0.65126	2.52547	4.30189	2.07391	0.27732
3764.9108	0.58653	1.20555	1.84717	1.04073	3.18237	0.6513	2.53707	4.32173	2.08478	0.27281
3762.98205	0.58845	1.20538	1.84659	1.03981	3.19615	0.65276	2.53989	4.32035	2.09259	0.2709
3761.05331	0.58708	1.20823	1.84922	1.03938	3.204	0.65484	2.53737	4.29866	2.0943	0.27145
3759.12456	0.58165	1.21662	1.86291	1.04123	3.21436	0.65362	2.54607	4.31678	2.09803	0.27391
3757.19581	0.57789	1.22381	1.88124	1.04316	3.23123	0.65291	2.56608	4.36133	2.10692	0.27716
3755.26707	0.5812	1.21622	1.87503	1.03778	3.21996	0.65077	2.55623	4.31927	2.09316	0.27755
3753.33832	0.58697	1.19705	1.84201	1.01958	3.16589	0.63982	2.50845	4.19903	2.04867	0.27413
3751.40958	0.59335	1.18944	1.8214	0.99714	3.12772	0.62538	2.4826	4.16317	2.01809	0.26586
3749.48083	0.59917	1.21174	1.85405	1.00491	3.17633	0.63129	2.53353	4.29498	2.04855	0.25472
3747.55209	0.59852	1.22635	1.88862	1.03648	3.23196	0.65294	2.58111	4.34808	2.07836	0.2539
3745.62334	0.59013	1.23055	1.90164	1.05525	3.26385	0.66628	2.60972	4.35919	2.08908	0.26505
3743.6946	0.58427	1.25178	1.91724	1.05192	3.3093	0.66818	2.65414	4.48886	2.11883	0.2774
3741.76585	0.59101	1.2626	1.92703	1.04517	3.33545	0.67175	2.67345	4.55314	2.14305	0.28192
3739.83711	0.59846	1.24714	1.91615	1.04316	3.31942	0.67628	2.64967	4.46382	2.13393	0.2795
3737.90836	0.6018	1.22895	1.8958	1.03646	3.28437	0.67369	2.60755	4.35224	2.10872	0.27004
3735.97962	0.60458	1.22878	1.89852	1.03046	3.27877	0.66929	2.59352	4.35918	2.10072	0.26361
3734.05087	0.61091	1.25564	1.94065	1.04349	3.33857	0.67427	2.64847	4.52537	2.13577	0.27159
3732.12213	0.6231	1.29263	1.98349	1.06593	3.41839	0.68687	2.72087	4.67996	2.18533	0.27888
3730.19338	0.63277	1.31098	2.00197	1.0784	3.4663	0.69864	2.75669	4.71045	2.2108	0.27735
3728.26464	0.63422	1.30843	1.99416	1.07679	3.47005	0.70066	2.75792	4.65528	2.20824	0.27301
3726.33589	0.6305	1.30286	1.97741	1.06676	3.45449	0.69358	2.74851	4.60755	2.19478	0.27173
3724.40714	0.62384	1.30143	1.97391	1.0584	3.44631	0.68635	2.75016	4.61534	2.18437	0.27176
3722.4784	0.61906	1.29967	1.98006	1.05461	3.44474	0.68326	2.76125	4.64691	2.18275	0.2666
3720.54965	0.62774	1.30309	1.99531	1.05933	3.4695	0.68776	2.78856	4.70571	2.20291	0.26563
3718.62091	0.64654	1.30828	2.01586	1.0713	3.52353	0.70199	2.834	4.78086	2.23553	0.27324
3716.69216	0.65955	1.30726	2.02082	1.07795	3.56608	0.71727	2.86624	4.81154	2.2567	0.27906
3714.76342	0.66421	1.30272	2.00689	1.0751	3.57782	0.724	2.86353	4.77155	2.26119	0.28294
3712.83467	0.66261	1.29853	1.98795	1.0651	3.56781	0.71867	2.83938	4.71616	2.24603	0.28825
3710.90593	0.65791	1.30911	1.99743	1.06066	3.58226	0.71048	2.8553	4.78755	2.23928	0.28873
3708.97718	0.66644	1.341	2.05324	1.08351	3.66608	0.72248	2.94163	4.96593	2.29276	0.28551
3707.04844	0.6825	1.36298	2.10386	1.11102	3.74945	0.74407	3.01503	5.05465	2.35303	0.28685
3705.11969	0.6932	1.36433	2.12226	1.11551	3.77811	0.75612	3.03725	5.03041	2.37399	0.28838
3703.19095	0.69739	1.362	2.12862	1.10361	3.78117	0.76184	3.04102	5.00565	2.3781	0.28399
3701.2622	0.69485	1.36985	2.1443	1.09584	3.81288	0.76876	3.06903	5.07618	2.39531	0.27615
3699.33346	0.69013	1.38179	2.15617	1.09582	3.85925	0.77253	3.10512	5.14788	2.41407	0.27156
3697.40471	0.6881	1.3862	2.15069	1.09391	3.87281	0.76812	3.11513	5.13062	2.41127	0.27012
3695.47597	0.68965	1.3781	2.13835	1.08904	3.86557	0.76122	3.11369	5.07776	2.39584	0.27116
3693.54722	0.69504	1.36044	2.12876	1.08297	3.86035	0.75771	3.11105	5.02176	2.37781	0.27571
3691.61847	0.70046	1.34795	2.1236	1.07491	3.85562	0.75453	3.09753	4.97875	2.35893	0.28327
3689.68973	0.70413	1.36869	2.14441	1.07587	3.89622	0.75846	3.12312	5.0851	2.38173	0.28954
3687.76098	0.7099	1.41131	2.19723	1.09754	4.01696	0.78092	3.23656	5.35017	2.45873	0.28606
3685.83224	0.71657	1.42529	2.2251	1.11335	4.10672	0.80045	3.3298	5.47724	2.50327	0.27737
3683.90349	0.7238	1.42492	2.23228	1.11768	4.14977	0.81147	3.37162	5.47777	2.5175	0.27406
3681.97475	0.73091	1.42241	2.23552	1.11901	4.17238	0.81864	3.38352	5.44489	2.51884	0.27562
3680.046	0.7316	1.40494	2.21465	1.11333	4.15294	0.81561	3.35416	5.35787	2.48968	0.27557
3678.11726	0.72151	1.37112	2.16835	1.10281	4.09714	0.80386	3.28702	5.22118	2.43668	0.27592
3676.18851	0.70178	1.3464	2.14403	1.09919	4.0811	0.79991	3.25089	5.20551	2.41107	0.28302
3674.25977	0.69096	1.36083	2.18236	1.10086	4.17318	0.80947	3.33197	5.41691	2.45806	0.28938
3672.33102	0.70632	1.37822	2.22077	1.09325	4.24999	0.81148	3.41091	5.51632	2.49943	0.28781
3670.40228	0.73705	1.39085	2.25804	1.09201	4.3182	0.82001	3.48933	5.6108	2.53135	0.28231
3668.47353	0.76702	1.42107	2.33836	1.11734	4.47931	0.85862	3.66249	5.91544	2.6116	0.27589
3666.54479	0.77593	1.42816	2.37941	1.13372	4.57736	0.88849	3.76307	6.04954	2.66053	0.26983
3664.61604	0.76737	1.40126	2.34576	1.12135	4.55057	0.8896	3.74197	5.95517	2.64721	0.26214
3662.6873	0.75641	1.36891	2.29436	1.10184	4.50167	0.87954	3.7	5.85972	2.62096	0.2559
3660.75855	0.75407	1.34615	2.26758	1.09275	4.47953	0.86889	3.67735	5.81902	2.60092	0.25568
3658.82981	0.75707	1.3324	2.2663	1.09401	4.47917	0.85958	3.67154	5.79711	2.58432	0.25885
3656.90106	0.75717	1.33448	2.28988	1.10645	4.52658	0.85494	3.71297	5.86325	2.58997	0.26269
3654.97231	0.75166	1.34683	2.32308	1.12545	4.60721	0.85783	3.79072	5.99277	2.6205	0.27248
3653.04357	0.74781	1.32801	2.31537	1.12632	4.61392	0.86142	3.79363	5.94698	2.62221	0.28269
3651.11482	0.75437	1.27529	2.27065	1.10954	4.55653	0.86153	3.7363	5.80502	2.59353	0.27824
3649.18608	0.75668	1.24193	2.2539	1.0999	4.54945	0.8562	3.76258	5.91053	2.5835	0.25883
3647.25733	0.73354	1.26381	2.30115	1.10473	4.62863	0.84793	3.87932	6.21024	2.59923	0.2493
3645.32859	0.71841	1.2789	2.33234	1.09849	4.68229	0.85	3.92063	6.29353	2.60618	0.25227
3643.39984	0.7199	1.27474	2.33262	1.08487	4.70074	0.86058	3.9229	6.24725	2.61002	0.25965
3641.4711	0.72654	1.27434	2.33013	1.08555	4.72913	0.87557	3.95815	6.23533	2.62171	0.27359
3639.54235	0.73229	1.2787	2.33519	1.10877	4.77547	0.89114	4.01577	6.29065	2.63627	0.28664
3637.61361	0.73393	1.26569	2.33747	1.1341	4.79256	0.89855	4.03591	6.3281	2.63883	0.28586
3635.68486	0.72724	1.23503	2.32853	1.13894	4.75717	0.89166	4.00902	6.29315	2.62422	0.27502
3633.75612	0.71312	1.2097	2.31335	1.1257	4.70709	0.8788	3.9741	6.21714	2.60042	0.26596
3631.82737	0.70187	1.19889	2.29635	1.1105	4.67408	0.87036	3.94949	6.1326	2.57573	0.26293
3629.89863	0.69991	1.20564	2.28124	1.10623	4.67743	0.86261	3.95105	6.15282	2.56419	0.26743
3627.96988	0.70481	1.22908	2.29248	1.12339	4.75304	0.867	4.02356	6.42675	2.59892	0.27295
3626.04114	0.70521	1.22845	2.31284	1.13235	4.79511	0.88782	4.06917	6.56776	2.62658	0.27159
3624.11239	0.69533	1.20422	2.30702	1.11978	4.75379	0.89526	4.03076	6.43696	2.60403	0.27355
3622.18364	0.68254	1.17571	2.28191	1.1051	4.68585	0.88246	3.96189	6.25117	2.56325	0.28199
3620.2549	0.67826	1.14581	2.24985	1.09046	4.61644	0.85446	3.90191	6.13603	2.52357	0.28512
3618.32615	0.67685	1.1231	2.22444	1.0722	4.57427	0.83222	3.88396	6.14334	2.49602	0.2693
3616.39741	0.66659	1.11454	2.21586	1.06594	4.57756	0.83666	3.89066	6.17533	2.49583	0.25491
3614.46866	0.65593	1.11386	2.21312	1.07215	4.59274	0.84494	3.89392	6.18308	2.5128	0.25961
3612.53992	0.65198	1.11623	2.19923	1.07828	4.5964	0.83922	3.90048	6.20237	2.52186	0.26841
3610.61117	0.65754	1.11785	2.1914	1.08574	4.61388	0.83631	3.91749	6.22931	2.52324	0.26931
3608.68243	0.66588	1.1204	2.21118	1.09726	4.66543	0.84702	3.95719	6.30656	2.53411	0.26732
3606.75368	0.66183	1.1257	2.24061	1.11082	4.70746	0.859	4.0087	6.4171	2.55326	0.27242
3604.82494	0.64591	1.12914	2.26267	1.12329	4.71201	0.86215	4.03044	6.44457	2.56856	0.28455
3602.89619	0.63428	1.12752	2.27375	1.12001	4.7001	0.85962	4.02068	6.40098	2.56924	0.2888
3600.96745	0.63946	1.12169	2.26949	1.09895	4.69244	0.85696	4.01554	6.38009	2.55948	0.27881
3599.0387	0.65258	1.10901	2.25729	1.08357	4.69182	0.85802	4.02205	6.38777	2.54838	0.26812
3597.10996	0.65426	1.08871	2.24532	1.08183	4.67457	0.86477	4.01025	6.3623	2.53154	0.26202
3595.18121	0.64692	1.06931	2.22944	1.08025	4.63347	0.87045	3.98219	6.32934	2.51137	0.2531
3593.25247	0.6391	1.05743	2.21202	1.08356	4.60365	0.86507	3.96901	6.33012	2.50645	0.24704
3591.32372	0.62966	1.05031	2.19629	1.09734	4.5964	0.85041	3.96117	6.30118	2.51657	0.24769
3589.39497	0.61979	1.04673	2.1744	1.09794	4.5727	0.8327	3.9181	6.2142	2.51569	0.25509
3587.46623	0.61292	1.05404	2.16243	1.0725	4.54125	0.81981	3.87514	6.20213	2.50094	0.27202
3585.53748	0.60458	1.06117	2.17636	1.05684	4.5464	0.82285	3.89448	6.29555	2.49427	0.27887
3583.60874	0.59789	1.05312	2.18673	1.06446	4.55864	0.84131	3.92537	6.32635	2.49353	0.26638
3581.67999	0.60196	1.04168	2.18544	1.07262	4.56083	0.8626	3.94594	6.30878	2.48952	0.25618
3579.75125	0.60976	1.03151	2.17005	1.06932	4.54227	0.86967	3.95351	6.27999	2.47118	0.25752
3577.8225	0.60688	1.02419	2.14707	1.061	4.49799	0.86248	3.93838	6.24346	2.44828	0.25812
3575.89376	0.60176	1.02875	2.14916	1.06474	4.47829	0.85831	3.93681	6.26229	2.45581	0.25571
3573.96501	0.6119	1.0382	2.17156	1.07834	4.50334	0.86017	3.95966	6.3208	2.48829	0.26112
3572.03627	0.62772	1.03686	2.17604	1.08552	4.53174	0.85829	3.96582	6.31016	2.50435	0.27193
3570.10752	0.63387	1.02784	2.15874	1.08462	4.54317	0.85261	3.94264	6.22687	2.491	0.27989
3568.17878	0.63368	1.02081	2.13867	1.08023	4.53913	0.84502	3.92262	6.19616	2.46717	0.27912
3566.25003	0.62867	1.02285	2.14072	1.07908	4.53484	0.8419	3.95638	6.31959	2.47242	0.26533
3564.32129	0.61066	1.03956	2.17707	1.09176	4.57717	0.86342	4.03168	6.47744	2.52207	0.2571
3562.39254	0.58966	1.05572	2.21219	1.1069	4.64368	0.89349	4.08458	6.55422	2.56918	0.26856
3560.4638	0.5862	1.04826	2.21294	1.10984	4.66528	0.90142	4.09237	6.55921	2.58153	0.2838
3558.53505	0.598	1.02712	2.19157	1.10211	4.63517	0.89045	4.06795	6.51297	2.5699	0.28422
3556.6063	0.6036	1.0223	2.1791	1.09407	4.60233	0.88344	4.03502	6.44336	2.55173	0.27499
3554.67756	0.59955	1.02562	2.16354	1.0898	4.56813	0.87638	3.99574	6.36514	2.52141	0.26622
3552.74881	0.5985	1.0195	2.13249	1.08707	4.5204	0.8601	3.96316	6.31709	2.49017	0.25825
3550.82007	0.60157	1.01249	2.11895	1.0831	4.4989	0.85461	3.96289	6.32089	2.48043	0.25083
3548.89132	0.59694	1.00479	2.11948	1.07218	4.50091	0.85996	3.96134	6.30148	2.47008	0.2432
3546.96258	0.58606	0.98715	2.09402	1.05409	4.4703	0.85123	3.91964	6.22921	2.43856	0.23801
3545.03383	0.58283	0.96773	2.06326	1.04237	4.42051	0.83283	3.87723	6.18227	2.41528	0.2443
3543.10509	0.58558	0.96348	2.0688	1.04898	4.41038	0.8248	3.88333	6.20551	2.42475	0.26206
